genotype_code	genotype_name	treatment	timepoint	trait_group	supp_table_printed	docx_table	trait	value	se	tukey_letters
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.81	0.04	h
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	1.00	0.04	a
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	83.91	2.83	b
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.00	0.00	ab
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.82	0.04	a
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	0.95	0.06	abcd
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	1.03	0.05	b
8	BAM 3690	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.99	0.05	ab
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	24.20	1.18	abcd
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.05	0.00	abc
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	222.81	21.48	bcde
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	15.40	4.09	cd
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	18.47	0.57	bc
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.04	0.00	ab
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	213.08	21.77	def
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	12.94	0.36	bcd
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	350.51	17.15	gh
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	320.02	14.75	e
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.85	0.05	d
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.84	0.05	a
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.91	0.05	de
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	1.00	0.06	a
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	30.50	2.40	efg
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.00	0.00	ab
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.77	0.03	a
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	0.88	0.06	bcd
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	0.96	0.07	b
9	BAM 4138	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.90	0.06	ab
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	21.90	0.11	cd
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.04	0.00	bc
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	181.70	5.27	de
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	15.91	1.19	cd
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	19.50	0.20	abc
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.05	0.00	ab
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	219.41	4.97	cdef
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	14.95	0.10	ab
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	376.06	3.37	de
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	318.44	3.86	e
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.83	0.02	abc
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.83	0.01	bcd
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.85	0.01	gh
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	1.00	0.02	a
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	57.62	0.75	cd
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.00	0.00	ab
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.89	0.01	a
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	1.25	0.01	ab
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	1.20	0.02	b
10	BAM 4521	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.95	0.00	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	24.45	0.67	abc
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.06	0.00	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	199.86	8.20	cde
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	19.08	1.46	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	19.29	0.38	abc
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.04	0.00	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	199.70	8.53	ef
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	15.24	0.22	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	346.96	7.07	h
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	305.14	5.49	f
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.84	0.02	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.83	0.02	abc
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.88	0.02	efg
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	1.00	0.02	a
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	41.82	1.10	ef
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.00	0.00	ab
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.79	0.02	a
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	0.68	0.03	bcd
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	0.99	0.02	b
11	Black gora	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.79	0.03	b
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	21.66	0.54	cd
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.05	0.00	abc
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	166.92	8.64	e
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	17.66	1.61	bc
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	15.83	0.19	c
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.05	0.00	ab
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	236.63	8.85	bcde
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	13.71	0.13	bcd
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	371.58	7.13	ef
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	347.97	5.87	c
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.85	0.02	bcd
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.84	0.02	ab
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.94	0.02	cd
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	0.99	0.02	a
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	23.61	0.87	gh
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.01	0.00	ab
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.73	0.01	a
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	1.22	0.02	abc
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	2.23	0.03	a
12	Suweon	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.78	0.03	b
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	24.61	0.30	abc
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.05	0.00	abc
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	167.54	1.83	e
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	21.22	0.21	a
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	20.75	0.11	abc
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.04	0.00	ab
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	157.46	2.15	fg
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	18.10	0.06	a
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	341.33	2.15	h
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	296.50	1.07	g
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.84	0.00	a
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.82	0.00	cd
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.87	0.01	fg
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	0.99	0.00	a
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	44.82	0.18	de
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.01	0.00	ab
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.84	0.01	a
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	0.83	0.01	bcd
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	1.01	0.00	b
13	Kunjukunju	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.85	0.01	ab
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	22.79	0.19	cd
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.06	0.00	ab
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	211.67	3.81	bcde
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	19.57	0.77	ab
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	20.93	0.14	abc
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.03	0.00	b
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	116.32	3.78	g
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	18.10	0.08	a
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	393.66	2.86	bc
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	366.13	2.67	a
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.85	0.01	bcd
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.84	0.01	abc
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.93	0.01	cd
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	0.99	0.01	a
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	27.53	0.48	fgh
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.01	0.00	ab
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.92	0.01	a
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	rCond	0.64	0.01	d
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	rCi	0.65	0.01	b
14	Cauvery	Control	60 DAT	physiological	Supp 13	docx_table_15	rTr	0.93	0.01	ab
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_TL	22.50	0.18	cd
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_TL	0.05	0.00	abc
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_TL	200.48	3.50	cde
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_TL	17.92	0.70	bc
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Photo_BL	17.45	0.04	bc
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Cond_BL	0.03	0.00	b
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Ci_BL	173.09	3.49	fg
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	Tr_BL	14.06	0.03	bc
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_TL	385.39	2.69	cd
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	CCI_BL	348.49	2.45	c
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_TL	0.84	0.01	abc
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	QY_BL	0.82	0.01	cd
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	rCCI	0.90	0.01	def
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	rQY	0.98	0.01	a
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	dCCI	36.90	0.35	efg
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	dQY	0.02	0.00	a
15	RPW9-4(SS1)	Control	60 DAT	physiological	Supp 13	docx_table_15	rPhoto	0.77	0.00	a
